Hotel Name,Hotel URL,Room type,Number of guests,Price for 5 nights,Your choices,City
Tolip Hotel Alexandria,https://www.booking.com/hotel/eg/royal-tulip-alexandria.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALvvNnPBsACAdICJGI3OWRhMjhlLTQ4YzMtNDU5Mi1hZGNkLTEzNDNiODk2ZTNlYdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=b4918ff791bc0f60&srepoch=1777753715&all_sr_blocks=78883120_406187102_2_33_0_131741&highlighted_blocks=78883120_406187102_2_33_0_131741&matching_block_id=78883120_406187102_2_33_0_131741&sr_pri_blocks=78883120_406187102_2_33_0_131741_41250&from=searchresults,"Special Offer - Family Room with Side Sea View - Egyptians and Residents Only High floor 2 twin beds and 1 queen bed Offering views of the city, this modern, spacious room includes air conditioning. It features a mini-bar, sitting area and flat-screen satellite TV. The private bathroom is fitted with a bath, shower and free toiletries. 1 room 62 m² Balcony View Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi More | Special Offer - Family Room with Side Sea View - Egyptians and Residents Only | High floor | 2 twin beds and 1 queen bed | 2 twin beds and | 2 twin beds | 1 queen bed | Offering views of the city, this modern, spacious room includes air conditioning. It features a mini-bar, sitting area and flat-screen satellite TV. The private bathroom is fitted with a bath, shower and free toiletries. | 1 room 62 m² Balcony View Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi More | 1 room 62 m² Balcony View Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi | 1 room | 62 m² | Balcony | View | Air conditioning | Attached bathroom | Flat-screen TV | Terrace | Minibar | Free Wifi | More",Max. people: 4,"EGP 48,569","Very good breakfast included Includes 10% off food/drink Free cancellation before 2:00 PM on July 10, 2026 No prepayment needed – pay at the property discount may be available • We have 5 left | Very good breakfast included | Very good breakfast | Includes 10% off food/drink | Free cancellation before 2:00 PM on July 10, 2026 | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | discount may be available | • We have 5 left | • | We have 5 left",alexandria
Tolip Hotel Alexandria,https://www.booking.com/hotel/eg/royal-tulip-alexandria.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALvvNnPBsACAdICJGI3OWRhMjhlLTQ4YzMtNDU5Mi1hZGNkLTEzNDNiODk2ZTNlYdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=b4918ff791bc0f60&srepoch=1777753715&all_sr_blocks=78883120_406187102_2_33_0_131741&highlighted_blocks=78883120_406187102_2_33_0_131741&matching_block_id=78883120_406187102_2_33_0_131741&sr_pri_blocks=78883120_406187102_2_33_0_131741_41250&from=searchresults,"Special Offer - Family Room with Frontal Sea View - Egyptians and Residents Only 2 twin beds and 1 queen bed Offering views of the sea, this modern, spacious room includes air conditioning. It features a mini-bar, sitting area and flat-screen satellite TV. The private bathroom is fitted with a bath, shower and free toiletries. 1 room 62 m² Balcony Sea view Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi More | Special Offer - Family Room with Frontal Sea View - Egyptians and Residents Only | 2 twin beds and 1 queen bed | 2 twin beds and | 2 twin beds | 1 queen bed | Offering views of the sea, this modern, spacious room includes air conditioning. It features a mini-bar, sitting area and flat-screen satellite TV. The private bathroom is fitted with a bath, shower and free toiletries. | 1 room 62 m² Balcony Sea view Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi More | 1 room 62 m² Balcony Sea view Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi | 1 room | 62 m² | Balcony | Sea view | Air conditioning | Attached bathroom | Flat-screen TV | Terrace | Minibar | Free Wifi | More",Max. people: 4,"EGP 67,703","Very good breakfast included Includes 10% off food/drink Free cancellation before 2:00 PM on July 10, 2026 No prepayment needed – pay at the property discount may be available • We have 5 left | Very good breakfast included | Very good breakfast | Includes 10% off food/drink | Free cancellation before 2:00 PM on July 10, 2026 | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | discount may be available | • We have 5 left | • | We have 5 left",alexandria
Tolip Hotel Alexandria,https://www.booking.com/hotel/eg/royal-tulip-alexandria.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALvvNnPBsACAdICJGI3OWRhMjhlLTQ4YzMtNDU5Mi1hZGNkLTEzNDNiODk2ZTNlYdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=b4918ff791bc0f60&srepoch=1777753715&all_sr_blocks=78883120_406187102_2_33_0_131741&highlighted_blocks=78883120_406187102_2_33_0_131741&matching_block_id=78883120_406187102_2_33_0_131741&sr_pri_blocks=78883120_406187102_2_33_0_131741_41250&from=searchresults,"Special Offer - Two-Bedroom Suite Sea and Pool View - Egyptians and Residents Only High floor Bedroom 1: 2 twin beds Bedroom 2: 1 queen bed This spacious suite includes 1 living room, 2 separate bedrooms and 1 bathroom with a bath and free toiletries. The air-conditioned suite offers a flat-screen TV with satellite channels, a mini-bar, a tea and coffee maker, a seating area as well as sea views. The unit has 3 beds. Private suite 87 m² Balcony Sea view Pool view Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi More | Special Offer - Two-Bedroom Suite Sea and Pool View - Egyptians and Residents Only | High floor | Bedroom 1: 2 twin beds Bedroom 2: 1 queen bed | Bedroom 1: 2 twin beds | Bedroom 1: | 2 twin beds | Bedroom 2: 1 queen bed | Bedroom 2: | 1 queen bed | This spacious suite includes 1 living room, 2 separate bedrooms and 1 bathroom with a bath and free toiletries. The air-conditioned suite offers a flat-screen TV with satellite channels, a mini-bar, a tea and coffee maker, a seating area as well as sea views. The unit has 3 beds. | Private suite 87 m² Balcony Sea view Pool view Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi More | Private suite 87 m² Balcony Sea view Pool view Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi | Private suite | 87 m² | Balcony | Sea view | Pool view | Air conditioning | Attached bathroom | Flat-screen TV | Terrace | Minibar | Free Wifi | More",Max. people: 4,"EGP 67,703","Very good breakfast included Includes 10% off food/drink Free cancellation before 2:00 PM on July 10, 2026 No prepayment needed – pay at the property discount may be available • We have 5 left | Very good breakfast included | Very good breakfast | Includes 10% off food/drink | Free cancellation before 2:00 PM on July 10, 2026 | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | discount may be available | • We have 5 left | • | We have 5 left",alexandria
Tolip Hotel Alexandria,https://www.booking.com/hotel/eg/royal-tulip-alexandria.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALvvNnPBsACAdICJGI3OWRhMjhlLTQ4YzMtNDU5Mi1hZGNkLTEzNDNiODk2ZTNlYdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=b4918ff791bc0f60&srepoch=1777753715&all_sr_blocks=78883120_406187102_2_33_0_131741&highlighted_blocks=78883120_406187102_2_33_0_131741&matching_block_id=78883120_406187102_2_33_0_131741&sr_pri_blocks=78883120_406187102_2_33_0_131741_41250&from=searchresults,"Presidential Villa We have 1 left High floor Bedroom 1: 1 king bed Bedroom 2: 1 king bed This villa consists of 1 living room, 2 separate bedrooms and 3 bathrooms with a bath and free toiletries. This air-conditioned villa comes with a dining area, a flat-screen TV with satellite channels a mini-bar and a terrace. The unit offers 2 beds. Entire villa 100 m² Balcony View Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi More | Presidential Villa | We have 1 left | High floor | Bedroom 1: 1 king bed Bedroom 2: 1 king bed | Bedroom 1: 1 king bed | Bedroom 1: | 1 king bed | Bedroom 2: 1 king bed | Bedroom 2: | This villa consists of 1 living room, 2 separate bedrooms and 3 bathrooms with a bath and free toiletries. This air-conditioned villa comes with a dining area, a flat-screen TV with satellite channels a mini-bar and a terrace. The unit offers 2 beds. | Entire villa 100 m² Balcony View Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi More | Entire villa 100 m² Balcony View Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi | Entire villa | 100 m² | Balcony | View | Air conditioning | Attached bathroom | Flat-screen TV | Terrace | Minibar | Free Wifi | More",,"EGP 274,558",,alexandria
Tolip Hotel Alexandria,https://www.booking.com/hotel/eg/royal-tulip-alexandria.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALvvNnPBsACAdICJGI3OWRhMjhlLTQ4YzMtNDU5Mi1hZGNkLTEzNDNiODk2ZTNlYdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=b4918ff791bc0f60&srepoch=1777753715&all_sr_blocks=78883120_406187102_2_33_0_131741&highlighted_blocks=78883120_406187102_2_33_0_131741&matching_block_id=78883120_406187102_2_33_0_131741&sr_pri_blocks=78883120_406187102_2_33_0_131741_41250&from=searchresults,"Royal Villa We have 1 left High floor Bedroom 1: 1 king bed Bedroom 2: 1 king bed This villa features 1 living room, 2 separate bedrooms and 3 bathrooms with a bath and free toiletries. The air-conditioned villa features a flat-screen TV with satellite channels, a mini-bar, a tea and coffee maker, a seating area as well as sea views. The unit has 2 beds. Entire villa 120 m² Balcony Sea view Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi More | Royal Villa | We have 1 left | High floor | Bedroom 1: 1 king bed Bedroom 2: 1 king bed | Bedroom 1: 1 king bed | Bedroom 1: | 1 king bed | Bedroom 2: 1 king bed | Bedroom 2: | This villa features 1 living room, 2 separate bedrooms and 3 bathrooms with a bath and free toiletries. The air-conditioned villa features a flat-screen TV with satellite channels, a mini-bar, a tea and coffee maker, a seating area as well as sea views. The unit has 2 beds. | Entire villa 120 m² Balcony Sea view Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi More | Entire villa 120 m² Balcony Sea view Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi | Entire villa | 120 m² | Balcony | Sea view | Air conditioning | Attached bathroom | Flat-screen TV | Terrace | Minibar | Free Wifi | More",,"EGP 322,726",,alexandria
Tolip Hotel Alexandria,https://www.booking.com/hotel/eg/royal-tulip-alexandria.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALvvNnPBsACAdICJGI3OWRhMjhlLTQ4YzMtNDU5Mi1hZGNkLTEzNDNiODk2ZTNlYdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=b4918ff791bc0f60&srepoch=1777753715&all_sr_blocks=78883120_406187102_2_33_0_131741&highlighted_blocks=78883120_406187102_2_33_0_131741&matching_block_id=78883120_406187102_2_33_0_131741&sr_pri_blocks=78883120_406187102_2_33_0_131741_41250&from=searchresults,"Family Room Sea Front We have 4 left 2 twin beds and 1 queen bed Offering views of the sea, this modern, spacious room includes air conditioning. It features a mini-bar, sitting area and flat-screen satellite TV. The private bathroom is fitted with a bath, shower and free toiletries. 1 room 62 m² Balcony Sea view Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi More | Family Room Sea Front | We have 4 left | 2 twin beds and 1 queen bed | 2 twin beds and | 2 twin beds | 1 queen bed | Offering views of the sea, this modern, spacious room includes air conditioning. It features a mini-bar, sitting area and flat-screen satellite TV. The private bathroom is fitted with a bath, shower and free toiletries. | 1 room 62 m² Balcony Sea view Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi More | 1 room 62 m² Balcony Sea view Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi | 1 room | 62 m² | Balcony | Sea view | Air conditioning | Attached bathroom | Flat-screen TV | Terrace | Minibar | Free Wifi | More",,"EGP 58,259",,alexandria
Tolip Hotel Alexandria,https://www.booking.com/hotel/eg/royal-tulip-alexandria.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALvvNnPBsACAdICJGI3OWRhMjhlLTQ4YzMtNDU5Mi1hZGNkLTEzNDNiODk2ZTNlYdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=b4918ff791bc0f60&srepoch=1777753715&all_sr_blocks=78883120_406187102_2_33_0_131741&highlighted_blocks=78883120_406187102_2_33_0_131741&matching_block_id=78883120_406187102_2_33_0_131741&sr_pri_blocks=78883120_406187102_2_33_0_131741_41250&from=searchresults,"Two-Bedroom Suite with Sea and Pool View We have 4 left High floor Bedroom 1: 2 twin beds Bedroom 2: 1 queen bed Offering partial views of the sea, this modern, spacious suite includes air conditioning, a mini-bar and a dining table. It features a separate living room with a flat-screen satellite TV. The private bathroom is fitted with a bath, shower and free toiletries. Private suite 87 m² Balcony Sea view Pool view Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi More | Two-Bedroom Suite with Sea and Pool View | We have 4 left | High floor | Bedroom 1: 2 twin beds Bedroom 2: 1 queen bed | Bedroom 1: 2 twin beds | Bedroom 1: | 2 twin beds | Bedroom 2: 1 queen bed | Bedroom 2: | 1 queen bed | Offering partial views of the sea, this modern, spacious suite includes air conditioning, a mini-bar and a dining table. It features a separate living room with a flat-screen satellite TV. The private bathroom is fitted with a bath, shower and free toiletries. | Private suite 87 m² Balcony Sea view Pool view Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi More | Private suite 87 m² Balcony Sea view Pool view Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi | Private suite | 87 m² | Balcony | Sea view | Pool view | Air conditioning | Attached bathroom | Flat-screen TV | Terrace | Minibar | Free Wifi | More",,"EGP 62,522",,alexandria
The Greenhouse Zamalek,https://www.booking.com/hotel/eg/the-greenhouse-zamalek.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC7r3ZzwbAAgHSAiQ3NTYxNjhjYy1jYTlmLTQ3NzktYWU5MC05NDRjZDgwODhjNjjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=3c489037d38a0407&srepoch=1777753843&all_sr_blocks=1625906801_433274222_2_0_0&highlighted_blocks=1625906801_433274222_2_0_0&matching_block_id=1625906801_433274222_2_0_0&sr_pri_blocks=1625906801_433274222_2_0_0__25800&from=searchresults,One-Bedroom Apartment 1 full bed 60 m² Private kitchen View Air conditioning Flat-screen TV Free Wifi Kitchen Washing machine | One-Bedroom Apartment | 1 full bed | 60 m² Private kitchen View Air conditioning Flat-screen TV Free Wifi Kitchen Washing machine | 60 m² Private kitchen View Air conditioning Flat-screen TV Free Wifi | 60 m² | Private kitchen | View | Air conditioning | Flat-screen TV | Free Wifi | Kitchen Washing machine | Kitchen | Washing machine,Max. people: 2,"EGP 13,808","Free cancellation before July 9, 2026 • Pay nothing until July 7, 2026 | Free cancellation before July 9, 2026 | Free cancellation | • Pay nothing until July 7, 2026 | • | Pay nothing until July 7, 2026",cairo
New Pyramids Moon Hotel,https://www.booking.com/hotel/eg/aspero-view.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC7r3ZzwbAAgHSAiQ3NTYxNjhjYy1jYTlmLTQ3NzktYWU5MC05NDRjZDgwODhjNjjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=3c489037d38a0407&srepoch=1777753843&all_sr_blocks=1617276708_432579740_2_41_0&highlighted_blocks=1617276708_432579740_2_41_0&matching_block_id=1617276708_432579740_2_41_0&sr_pri_blocks=1617276708_432579740_2_41_0__9000&from=searchresults,Deluxe Queen Room 1 queen bed 1 room 30 m² Mountain view Air conditioning Private bathroom Flat-screen TV Free Wifi Toilet Bathtub or shower Towels Linens Slippers Heating Electric kettle Wake-up service Wardrobe or closet Clothes rack Toilet paper | Deluxe Queen Room | 1 queen bed | 1 room 30 m² Mountain view Air conditioning Private bathroom Flat-screen TV Free Wifi Toilet Bathtub or shower Towels Linens Slippers Heating Electric kettle Wake-up service Wardrobe or closet Clothes rack Toilet paper | 1 room 30 m² Mountain view Air conditioning Private bathroom Flat-screen TV Free Wifi | 1 room | 30 m² | Mountain view | Air conditioning | Private bathroom | Flat-screen TV | Free Wifi | Toilet Bathtub or shower Towels Linens Slippers Heating Electric kettle Wake-up service Wardrobe or closet Clothes rack Toilet paper | Toilet | Bathtub or shower | Towels | Linens | Slippers | Heating | Electric kettle | Wake-up service | Wardrobe or closet | Clothes rack | Toilet paper,Max. people: 2,"EGP 4,817","Continental breakfast included Free cancellation before 6:00 PM on July 10, 2026 No prepayment needed – pay at the property No credit card needed | Continental breakfast included | Free cancellation before 6:00 PM on July 10, 2026 | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | No credit card needed",cairo
New Pyramids Moon Hotel,https://www.booking.com/hotel/eg/aspero-view.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC7r3ZzwbAAgHSAiQ3NTYxNjhjYy1jYTlmLTQ3NzktYWU5MC05NDRjZDgwODhjNjjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=3c489037d38a0407&srepoch=1777753843&all_sr_blocks=1617276708_432579740_2_41_0&highlighted_blocks=1617276708_432579740_2_41_0&matching_block_id=1617276708_432579740_2_41_0&sr_pri_blocks=1617276708_432579740_2_41_0__9000&from=searchresults,Double Room with Mountain View 1 queen bed 1 room 30 m² Mountain view Air conditioning Private bathroom Flat-screen TV Free Wifi More | Double Room with Mountain View | 1 queen bed | 1 room 30 m² Mountain view Air conditioning Private bathroom Flat-screen TV Free Wifi More | 1 room 30 m² Mountain view Air conditioning Private bathroom Flat-screen TV Free Wifi | 1 room | 30 m² | Mountain view | Air conditioning | Private bathroom | Flat-screen TV | Free Wifi | More,Max. people: 2,"EGP 4,817",,cairo
New Pyramids Moon Hotel,https://www.booking.com/hotel/eg/aspero-view.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC7r3ZzwbAAgHSAiQ3NTYxNjhjYy1jYTlmLTQ3NzktYWU5MC05NDRjZDgwODhjNjjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=3c489037d38a0407&srepoch=1777753843&all_sr_blocks=1617276708_432579740_2_41_0&highlighted_blocks=1617276708_432579740_2_41_0&matching_block_id=1617276708_432579740_2_41_0&sr_pri_blocks=1617276708_432579740_2_41_0__9000&from=searchresults,,Max. people: 2,"EGP 8,028",,cairo
New Pyramids Moon Hotel,https://www.booking.com/hotel/eg/aspero-view.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC7r3ZzwbAAgHSAiQ3NTYxNjhjYy1jYTlmLTQ3NzktYWU5MC05NDRjZDgwODhjNjjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=3c489037d38a0407&srepoch=1777753843&all_sr_blocks=1617276708_432579740_2_41_0&highlighted_blocks=1617276708_432579740_2_41_0&matching_block_id=1617276708_432579740_2_41_0&sr_pri_blocks=1617276708_432579740_2_41_0__9000&from=searchresults,Standard Twin Room with Mountain View 2 twin beds 1 room 35 m² Mountain view Air conditioning Private bathroom Flat-screen TV Free Wifi More | Standard Twin Room with Mountain View | 2 twin beds | 1 room 35 m² Mountain view Air conditioning Private bathroom Flat-screen TV Free Wifi More | 1 room 35 m² Mountain view Air conditioning Private bathroom Flat-screen TV Free Wifi | 1 room | 35 m² | Mountain view | Air conditioning | Private bathroom | Flat-screen TV | Free Wifi | More,Max. people: 2,"EGP 4,817","Continental breakfast included Free cancellation before 6:00 PM on July 10, 2026 No prepayment needed – pay at the property No credit card needed | Continental breakfast included | Free cancellation before 6:00 PM on July 10, 2026 | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | No credit card needed",cairo
New Pyramids Moon Hotel,https://www.booking.com/hotel/eg/aspero-view.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC7r3ZzwbAAgHSAiQ3NTYxNjhjYy1jYTlmLTQ3NzktYWU5MC05NDRjZDgwODhjNjjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=3c489037d38a0407&srepoch=1777753843&all_sr_blocks=1617276708_432579740_2_41_0&highlighted_blocks=1617276708_432579740_2_41_0&matching_block_id=1617276708_432579740_2_41_0&sr_pri_blocks=1617276708_432579740_2_41_0__9000&from=searchresults,Deluxe Suite with Spa Bath 1 twin bed and 1 queen bed Private suite 40 m² Mountain view Air conditioning Private bathroom Flat-screen TV Free Wifi More | Deluxe Suite with Spa Bath | 1 twin bed and 1 queen bed | 1 twin bed | 1 queen bed | Private suite 40 m² Mountain view Air conditioning Private bathroom Flat-screen TV Free Wifi More | Private suite 40 m² Mountain view Air conditioning Private bathroom Flat-screen TV Free Wifi | Private suite | 40 m² | Mountain view | Air conditioning | Private bathroom | Flat-screen TV | Free Wifi | More,Max. people: 3,"EGP 7,627","Continental breakfast included Free cancellation before 6:00 PM on July 10, 2026 No prepayment needed – pay at the property No credit card needed | Continental breakfast included | Free cancellation before 6:00 PM on July 10, 2026 | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | No credit card needed",cairo
New Pyramids Moon Hotel,https://www.booking.com/hotel/eg/aspero-view.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC7r3ZzwbAAgHSAiQ3NTYxNjhjYy1jYTlmLTQ3NzktYWU5MC05NDRjZDgwODhjNjjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=3c489037d38a0407&srepoch=1777753843&all_sr_blocks=1617276708_432579740_2_41_0&highlighted_blocks=1617276708_432579740_2_41_0&matching_block_id=1617276708_432579740_2_41_0&sr_pri_blocks=1617276708_432579740_2_41_0__9000&from=searchresults,Studio with Spa Bath 1 twin bed and 1 queen bed Entire studio 50 m² Balcony Mountain view Air conditioning Private bathroom Flat-screen TV Free Wifi More | Studio with Spa Bath | 1 twin bed and 1 queen bed | 1 twin bed and | 1 twin bed | 1 queen bed | Entire studio 50 m² Balcony Mountain view Air conditioning Private bathroom Flat-screen TV Free Wifi More | Entire studio 50 m² Balcony Mountain view Air conditioning Private bathroom Flat-screen TV Free Wifi | Entire studio | 50 m² | Balcony | Mountain view | Air conditioning | Private bathroom | Flat-screen TV | Free Wifi | More,Max. people: 3,"EGP 8,429","Continental breakfast included Free cancellation before 6:00 PM on July 10, 2026 No prepayment needed – pay at the property No credit card needed | Continental breakfast included | Free cancellation before 6:00 PM on July 10, 2026 | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | No credit card needed",cairo
New Pyramids Moon Hotel,https://www.booking.com/hotel/eg/aspero-view.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC7r3ZzwbAAgHSAiQ3NTYxNjhjYy1jYTlmLTQ3NzktYWU5MC05NDRjZDgwODhjNjjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=3c489037d38a0407&srepoch=1777753843&all_sr_blocks=1617276708_432579740_2_41_0&highlighted_blocks=1617276708_432579740_2_41_0&matching_block_id=1617276708_432579740_2_41_0&sr_pri_blocks=1617276708_432579740_2_41_0__9000&from=searchresults,Triple Room with Mountain View 1 twin bed and 1 queen bed 1 room 50 m² Balcony Mountain view Air conditioning Private bathroom Flat-screen TV Free Wifi More | Triple Room with Mountain View | 1 twin bed and 1 queen bed | 1 twin bed and | 1 twin bed | 1 queen bed | 1 room 50 m² Balcony Mountain view Air conditioning Private bathroom Flat-screen TV Free Wifi More | 1 room 50 m² Balcony Mountain view Air conditioning Private bathroom Flat-screen TV Free Wifi | 1 room | 50 m² | Balcony | Mountain view | Air conditioning | Private bathroom | Flat-screen TV | Free Wifi | More,Max. people: 3,"EGP 8,831","Continental breakfast included Free cancellation before 6:00 PM on July 10, 2026 No prepayment needed – pay at the property No credit card needed | Continental breakfast included | Free cancellation before 6:00 PM on July 10, 2026 | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | No credit card needed",cairo
